productAsin,country,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,reviewedIn,variant,variantAsin,year,month,reviewLength,cleanedReview,sentiment,sentiment_label
B0CHX1W1XY,India,2024-09-14,True,5,Excellent,Excellent as usual,https://www.amazon.in/gp/customer-reviews/R2IO6UI6YOVNW2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2F5QT,Reviewed in India on 14 September 2024,Colour: BlueSize: 128 GB,B0CHX2F5QT,2024,9,18,excellent usual,0.375,Positive
B0CHX1W1XY,India,2024-08-21,True,5,Loved it,Good camera quality,https://www.amazon.in/gp/customer-reviews/R1DTGNPXNUMKVJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2F5QT,Reviewed in India on 21 August 2024,Colour: BlueSize: 128 GB,B0CHX2F5QT,2024,8,19,good camera quality,0.7,Positive
B0CHX1W1XY,India,2024-09-07,True,5,Iphone 15 blue,Very light weight and cute phone,https://www.amazon.in/gp/customer-reviews/R38YWF4CP58NK9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2F5QT,Reviewed in India on 7 September 2024,Colour: BlueSize: 128 GB,B0CHX2F5QT,2024,9,32,light weight cute phone,0.51,Positive
B0CHX1W1XY,India,2024-08-06,True,1,Don't buy it on Amazon,"Got a faulty phone , after one update it crashed",https://www.amazon.in/gp/customer-reviews/R2LLBUE0DANEC9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 6 August 2024,Colour: BlueSize: 256 GB,B0CHX6N27Y,2024,8,48,got faulty phone one update crashed,0.0,Neutral
B0CHX1W1XY,India,2023-12-07,True,5,⛳⛳⛳⛳,Just wow,https://www.amazon.in/gp/customer-reviews/R1YF47TOK06J78/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 7 December 2023,Colour: BlueSize: 256 GB,B0CHX6N27Y,2023,12,8,wow,0.1,Neutral
B0CHX1W1XY,India,2023-10-13,True,5,Excellent,Excellent,https://www.amazon.in/gp/customer-reviews/R37QFYEVTN0D23/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 13 October 2023,Colour: BlueSize: 256 GB,B0CHX6N27Y,2023,10,9,excellent,1.0,Positive
B0CHX1W1XY,India,2024-09-02,False,5,iPhone 15 Best phone iPhone series and look so Beautiful,Good experienceGood lookingCharging very fastand Battery goodGood experienceGood lookingCharging very fastand Battery goodGood experienceGood lookingCharging very fastand Battery goodGood experienceGood lookingCharging very fastand Battery good,https://www.amazon.in/gp/customer-reviews/R3GCG3DYY5QYZ9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 2 September 2024,Colour: BlueSize: 256 GB,B0CHX6N27Y,2024,9,244,good experiencegood lookingcharging fastand battery goodgood experiencegood lookingcharging fastand battery goodgood experiencegood lookingcharging fastand battery goodgood experiencegood lookingcharging fastand battery good,0.36666666666666664,Positive
B0CHX1W1XY,India,2024-05-31,True,1,Not support friendly apps,Not working to friendly apps Truecaller/call recording/and sudirect app really waste of money,https://www.amazon.in/gp/customer-reviews/R2RJ2PT9QHMLDJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 31 May 2024,Colour: BlueSize: 256 GB,B0CHX6N27Y,2024,5,93,not working friendly apps truecallercall recordingand sudirect app really waste money,0.0875,Neutral
B0CHX1W1XY,India,2024-06-14,True,1,Sound quality,Sound quality is very poor,https://www.amazon.in/gp/customer-reviews/R1CAEX4I9HJWUU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 14 June 2024,Colour: BlueSize: 256 GB,B0CHX6N27Y,2024,6,26,sound quality poor,-0.06,Neutral
B0CHX1W1XY,India,2023-11-20,True,5,Good supplier and received original best product,"Value for money, performance-👍",https://www.amazon.in/gp/customer-reviews/R2WNSDWZMKTIPZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 20 November 2023,Colour: BlueSize: 256 GB,B0CHX6N27Y,2023,11,30,value money performance👍,0.0,Neutral
B0CHX1W1XY,India,2024-04-13,True,1,eSIM,"eSIM not working, what I do now. Very disappointed.",https://www.amazon.in/gp/customer-reviews/R1S38C3X872SAF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 13 April 2024,Colour: BlueSize: 256 GB,B0CHX6N27Y,2024,4,51,esim not working disappointed,-0.9750000000000001,Negative
B0CHX1W1XY,India,2024-02-25,True,1,WhatsApp chat a problem,I am sorry to write this but it is required to know that iPhone does not allow the WhatsApp chat history to transfer into it from Android. It is a sad part.,https://www.amazon.in/gp/customer-reviews/R24N7QWHERKF1R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 25 February 2024,Colour: BlueSize: 256 GB,B0CHX6N27Y,2024,2,156,sorry write required know iphone not allow whatsapp chat history transfer android sad part,-0.5,Negative
B0CHX1W1XY,India,2024-01-12,True,1,Bad behaviour,I want to give 0 start but had to give one start,https://www.amazon.in/gp/customer-reviews/R1O34DS4K6TNPB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX6N27Y,Reviewed in India on 12 January 2024,Colour: BlueSize: 256 GB,B0CHX6N27Y,2024,1,48,want give 0 start give one start,0.0,Neutral
B0CHX1W1XY,India,2024-06-22,True,5,Good,Good product,https://www.amazon.in/gp/customer-reviews/R1F7D8CRJL927G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 22 June 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,6,12,good product,0.7,Positive
B0CHX1W1XY,India,2024-06-21,True,5,good one,happy with product,https://www.amazon.in/gp/customer-reviews/R3QFECT12H9P4J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 21 June 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,6,18,happy product,0.8,Positive
B0CHX1W1XY,India,2024-06-14,True,5,Nice one,Am a iPhone fan so no complaints….,https://www.amazon.in/gp/customer-reviews/R1FCHNI03BLFE9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 14 June 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,6,34,iphone fan no complaints…,0.0,Neutral
B0CHX1W1XY,India,2024-05-26,True,5,Excellent,Excellent product. The main concern is while charging the mobile is going too hot. If you touch the mobile whole body is too heating.,https://www.amazon.in/gp/customer-reviews/R3AXF081IV5I5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 26 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,5,133,excellent product main concern charging mobile going hot touch mobile whole body heating,0.4041666666666667,Positive
B0CHX1W1XY,India,2024-05-15,True,5,Value for money,Got it with a good offer on Amazon. I like the phone. Has a battery that lasts a day and photos are good.,https://www.amazon.in/gp/customer-reviews/RLEZKOEJP3CAP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 15 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,5,105,got good offer amazon like phone battery lasts day photos good,0.7,Positive
B0CHX1W1XY,India,2023-10-02,True,5,Best iPhone in this range,When I preordered to Amazon I will not sure about how my product get to me in what condition but Amazon did great work and if you have a budget of 80k then you should go for iPhone I will recommend you to purchase it without a blink because You will not get this type of iPhone specification in other iPhone but tbh I will say 60hz hurts to me because in this price you will get 144hz type display but iPhone is lit and the camera quality this time in non pro model is excellent compare to the past year I phone and the chipset A16 bionic is 💥💥 and I am not a gamer but I will say because I will play 2 or 3 games of BGMI in this phone and fps gyroscope handling and battery consumption is excellent and game not render in hot spot place also so if you think buy iPhone go for this,https://www.amazon.in/gp/customer-reviews/R1J6XGGDW4RL95/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 2 October 2023,Colour: BlackSize: 128 GB,B0CHX1W1XY,2023,10,781,preordered amazon not sure product get condition amazon great work budget 80k go iphone recommend purchase without blink not get type iphone specification iphone tbh say 60hz hurts price get 144hz type display iphone lit camera quality time non pro model excellent compare past year phone chipset a16 bionic 💥💥 not gamer say play 2 3 games bgmi phone fps gyroscope handling battery consumption excellent game not render hot spot place also think buy iphone go,0.253125,Neutral
B0CHX1W1XY,India,2024-05-10,True,5,Must buy,Awesome Product. Value for money.,https://www.amazon.in/gp/customer-reviews/R21M71JRF621FN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 10 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,5,33,awesome product value money,1.0,Positive
B0CHX1W1XY,India,2024-06-06,True,5,It's great,Thank u amazone.,https://www.amazon.in/gp/customer-reviews/R2ZD97HI5ZJL2X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 6 June 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,6,16,thank u amazone,0.0,Neutral
B0CHX1W1XY,India,2024-05-17,True,3,Not that much good…,There are some jitters and lags also have heating issue,https://www.amazon.in/gp/customer-reviews/R1HKLPW6GQ12XY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 17 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,5,55,jitters lags also heating issue,0.0,Neutral
B0CHX1W1XY,India,2024-05-28,True,5,Great Device,Really loved the iPhone 15 :),https://www.amazon.in/gp/customer-reviews/R3UHGRUIRO53G4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 28 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,5,29,really loved iphone 15,0.6,Positive
B0CHX1W1XY,India,2024-03-03,False,5,Genuine device delivered as expected and on time!,Genuine device delivered as expected and on time! This was a surprise gift to my brother and he surprisingly loved it.. ❤️,https://www.amazon.in/gp/customer-reviews/R26SYV7WTZQ3A5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 3 March 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,2024,3,122,genuine device delivered expected time surprise gift brother surprisingly loved ❤️,0.325,Positive
B0CHX1W1XY,India,2023-11-09,False,5,Completely original 💯 hassle free and great product,"It is a gift to my wife and initially like many others I was unsure whether it's wise to pay such a large amount and buy this online....But, it's excellent, very fast delivery, great packaging and very professional service..Thanks a lot Amazon!",https://www.amazon.in/gp/customer-reviews/R1DNAIAIBO2QP0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 9 November 2023,Colour: BlackSize: 256 GB,B0CHX2WQLX,2023,11,244,gift wife initially like many others unsure whether wise pay large amount buy onlinebut excellent fast delivery great packaging professional servicethanks lot amazon,0.4040873015873016,Positive
B0CHX1W1XY,India,2023-10-14,False,5,"iPhone 15 Performance, Battery Backup and Fast Charging","Performance is Best, Battery Backup is good and 20watt fast charging supportUse apple 20 watt adapter for charging or apple mfi certified charger",https://www.amazon.in/gp/customer-reviews/R1MTVF0Y4RPNIW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 14 October 2023,Colour: BlackSize: 256 GB,B0CHX2WQLX,2023,10,145,performance best battery backup good 20watt fast charging supportuse apple 20 watt adapter charging apple mfi certified charger,0.6333333333333333,Positive
B0CHX1W1XY,India,2024-01-29,False,1,Exchange value of 2 year old iPhone 11 12000.,"Exchange value of 2 year old iPhone 11 12000. Now what is the dangerous scheme of Apple? Am I an iPhone lover or just an iPhone user? Was going to buy iPhone 15 but after seeing its exchange value now I am switching to Google Pixel 7A, it is good.",https://www.amazon.in/gp/customer-reviews/R2IV2PPJQMEXQ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 29 January 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,2024,1,247,exchange value 2 year old iphone 11 12000 dangerous scheme apple iphone lover iphone user going buy iphone 15 seeing exchange value switching google pixel 7a good,0.06666666666666665,Neutral
B0CHX1W1XY,India,2024-01-07,False,1,Heating and battery issues,Heating and battery issues.its not up standard it’s not value for money. finger sensor may add…… Just 4 day feel very bad,https://www.amazon.in/gp/customer-reviews/R3MP24BYLTCFQB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 7 January 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,2024,1,121,heating battery issuesits not standard ’ not value money finger sensor may add…… 4 day feel bad,-0.4549999999999999,Negative
B0CHX1W1XY,India,2023-12-03,True,5,The BEST iPhone EVERRRRRRR! : iPhone 15 review after 2 weeks of continuous use,"The display is impressively bright, despite the 60 Hz, which I thought might be a drawback coming from a 120 Hz Android device. Surprisingly, it feels the same. The battery life is solid, providing around 1.5 days for mild phone users. As a developer, with light usage for content consumption and social media, I get around 8 hours of screen on time with 25-30% battery left. It charges quickly to 50% and then trickle charges to 100%, adapting to usage patterns for faster charging. Initially, there were some battery drain and heating issues, but they resolved as the phone learned my usage patterns.Now, the camera is impressive, especially in low light conditions. Despite lacking a dedicated long exposure mode, the default night option, averaging around 3 seconds, captures details even in the dark. Compared to the iPhone 14 and S21FE, the camera quality is top-notch. The auto portrait detection is a standout feature. Believe me no one explain the real use of that auto portrait theoretically until you try it.In terms of network, the dual 5G standby supports Vi and JIO 5G (eSim). Inside my house, I get around 500 Mbps, and outside easily surpass 1 Gbps. Call quality is excellent, with two introduced modes in the mic option available in the control center.This is my personal opinion; I'll update if I find anything noteworthy.",https://www.amazon.in/gp/customer-reviews/R1DHP76NRV8RO8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 3 December 2023,Colour: BlackSize: 128 GB,B0CHX1W1XY,2023,12,1340,display impressively bright despite 60 hz thought might drawback coming 120 hz android device surprisingly feels battery life solid providing around 15 days mild phone users developer light usage content consumption social media get around 8 hours screen time 2530 battery left charges quickly 50 trickle charges 100 adapting usage patterns faster charging initially battery drain heating issues resolved phone learned usage patternsnow camera impressive especially low light conditions despite lacking dedicated long exposure mode default night option averaging around 3 seconds captures details even dark compared iphone 14 s21fe camera quality topnotch auto portrait detection standout feature believe no one explain real use auto portrait theoretically try itin terms network dual 5g standby supports vi jio 5g esim inside house get around 500 mbps outside easily surpass 1 gbps call quality excellent two introduced modes mic option available control centerthis personal opinion ill update find anything noteworthy,0.29275362318840586,Neutral
B0CHX1W1XY,India,2024-04-06,True,4,Heating issues,"We are paying huge amount to buy iPhone but they are not coming up with innovative solutions control device heating, device heats up massively, sometimes I feels holding a nuclear plant in hand,",https://www.amazon.in/gp/customer-reviews/R1P390IIMOD56E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 6 April 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,4,194,paying huge amount buy iphone not coming innovative solutions control device heating device heats massively sometimes feels holding nuclear plant hand,0.30000000000000004,Positive
B0CHX1W1XY,India,2024-04-24,True,4,It fine not that much extraordinary than 13,"Light weight,But battery is better working in 13",https://www.amazon.in/gp/customer-reviews/ROWLR1ZW52CG4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 24 April 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,4,48,light weightbut battery better working 13,0.45,Positive
B0CHX1W1XY,India,2024-03-23,True,5,The device I almost lost within a week.,"I had an interesting experience with the new model. The corners are noticeably curvier compared to the previous version, making the device sleeker. Unfortunately, the phone slipped out of my pant pocket while I was in an auto, and I only noticed after returning home. I quickly grabbed my iPad, locked my device, and used the ‘Find My’ app to track down my phone. Thankfully, it ended up in the hands of someone who wasn’t very tech-savvy and couldn’t figure out how to turn it off using the key combination. This allowed me to successfully locate and retrieve my device. Overall, it was quite an adventure. Now I slapped a rubber case on it and it’s not going anywhere.",https://www.amazon.in/gp/customer-reviews/R1AF62GJBL0Q9R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 23 March 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,3,670,interesting experience new model corners noticeably curvier compared previous version making device sleeker unfortunately phone slipped pant pocket auto noticed returning home quickly grabbed ipad locked device used ‘ find ’ app track phone thankfully ended hands someone ’ techsavvy ’ figure turn using key combination allowed successfully locate retrieve device overall quite adventure slapped rubber case ’ not going anywhere,0.09977043158861341,Neutral
B0CHX1W1XY,India,2024-04-01,True,4,Unsatisfied with the Heating issue.,Overall it's okay except the heating issue. Device got automatically heated up after watching a video at high quality.I hope apple will fix it in upcoming updates.,https://www.amazon.in/gp/customer-reviews/R36CLR8MRB2MDE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 1 April 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,4,163,overall okay except heating issue device got automatically heated watching video high qualityi hope apple fix upcoming updates,0.22,Neutral
B0CHX1W1XY,India,2024-03-27,True,4,For all things,Good quality of photos and videos. Quality  of voice calling is good battery backup is good for normal phone user time over all my first this is my first I phone,https://www.amazon.in/gp/customer-reviews/R1M159XSFAP7TK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 27 March 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,3,161,good quality photos videos quality voice calling good battery backup good normal phone user time first first phone,0.45833333333333326,Positive
B0CHX1W1XY,India,2024-04-25,True,4,iPhone 15,Awesome,https://www.amazon.in/gp/customer-reviews/R1S9Y5OTAZED9T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 25 April 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,4,7,awesome,1.0,Positive
B0CHX1W1XY,India,2024-07-01,True,5,Good phone but,This phone is 5/5 but when you backup your WhatsApp full backup doesn’t happen and due to which I lot some of my data,https://www.amazon.in/gp/customer-reviews/R2Q0VMH7YO0ZIB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 1 July 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,7,117,phone 55 backup whatsapp full backup ’ happen due lot data,0.11249999999999999,Neutral
B0CHX1W1XY,India,2024-06-20,True,5,Wow,Best iPhone in this price,https://www.amazon.in/gp/customer-reviews/R2TENUWILQRRKN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 20 June 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,6,25,best iphone price,1.0,Positive
B0CHX1W1XY,India,2024-06-25,True,5,Reliable delivery by Amazon,"Nice product, safely delivered",https://www.amazon.in/gp/customer-reviews/R36SZYRQ0F8QSG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 25 June 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,6,30,nice product safely delivered,0.55,Positive
B0CHX1W1XY,India,2024-04-15,True,5,Expensive phone,It is literally just a phone with an Apple logo on it. My sister forced me to buy this otherwise I would have bought poco 😂,https://www.amazon.in/gp/customer-reviews/R58GCQ5XBFZRH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 15 April 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,2024,4,123,literally phone apple logo sister forced buy otherwise would bought poco 😂,-0.30000000000000004,Negative
B0CHX1W1XY,India,2024-03-05,True,4,Good,Good,https://www.amazon.in/gp/customer-reviews/R2Z5N5G9S79NTI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 5 March 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,2024,3,4,good,0.7,Positive
B0CHX1W1XY,India,2024-05-21,True,5,Nice item,For daily use,https://www.amazon.in/gp/customer-reviews/R73KZBC7BUHK1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 21 May 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,2024,5,13,daily use,0.0,Neutral
B0CHX1W1XY,India,2024-04-09,True,5,My Honest review,No review text provided,https://www.amazon.in/gp/customer-reviews/RLTZH6SC0FXTC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 9 April 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,2024,4,23,no review text provided,0.0,Neutral
B0CHX1W1XY,India,2023-12-31,True,4,Upgarde version of 14plus,Looking show good,https://www.amazon.in/gp/customer-reviews/R3R7LB90BM2O3B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 31 December 2023,Colour: PinkSize: 128 GB,B0CHX3TW6X,2023,12,17,looking show good,0.7,Positive
B0CHX1W1XY,India,2024-02-05,True,4,Worthy,Superb 👌,https://www.amazon.in/gp/customer-reviews/R2LUZMOGYX250O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 5 February 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,2024,2,8,superb 👌,1.0,Positive
B0CHX1W1XY,India,2024-09-10,True,1,See the dust and mud on box,How come one new phone package can be like this ? Hope it’s new phone only,https://www.amazon.in/gp/customer-reviews/R6W4K82GSKYKE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 10 September 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,2024,9,74,come one new phone package like hope ’ new phone,0.0909090909090909,Neutral
B0CHX1W1XY,India,2023-10-30,True,4,Good,Good,https://www.amazon.in/gp/customer-reviews/R3RZ2F9D9S7MMJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 30 October 2023,Colour: PinkSize: 128 GB,B0CHX3TW6X,2023,10,4,good,0.7,Positive
B0CHX1W1XY,India,2023-10-24,True,5,Blissed!!,"The model is so cool in Appearance & ease to use Incase if your used to the Apple ecosystem.Dynamic island, Camera & Charging efficiency is incredible feature to note!!",https://www.amazon.in/gp/customer-reviews/R3URAEEXG3THGD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 24 October 2023,Colour: PinkSize: 128 GB,B0CHX3TW6X,2023,10,168,model cool appearance ease use incase used apple ecosystemdynamic island camera charging efficiency incredible feature note,0.675,Positive
B0CHX1W1XY,India,2024-03-26,True,2,Not charging within 15 days of buying,Not charging within 15 days of buying.,https://www.amazon.in/gp/customer-reviews/RXMH9WUNA7W7Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 26 March 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,2024,3,38,not charging within 15 days buying,0.0,Neutral
B0CHX1W1XY,India,2024-09-08,True,3,Average quality .,"Competitively priced for iPhone but quality is average,nothing great.",https://www.amazon.in/gp/customer-reviews/R19GA7W3Q8QMC4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 8 September 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,9,69,competitively priced iphone quality averagenothing great,0.8,Positive
B0CHX1W1XY,India,2024-08-02,True,5,Best product and nicely delivered by amazon,You can found best apples in the forest of amazon only. Nice product.,https://www.amazon.in/gp/customer-reviews/R3KWEEA1I6Y3Y7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 2 August 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,8,69,found best apples forest amazon nice product,0.5333333333333333,Positive
B0CHX1W1XY,India,2024-07-29,True,5,Genuine Product,This is my second apple order from Amazon. I've also directly ordered from Apple website and I can say that the product is genuine and exactly same as when I get from Apple website. Quick delivery and securely sealed. Kudos to Amazon for trustworthy delivery.,https://www.amazon.in/gp/customer-reviews/RAYNJ719JMUJD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 29 July 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,7,259,second apple order amazon ive also directly ordered apple website say product genuine exactly get apple website quick delivery securely sealed kudos amazon trustworthy delivery,0.20555555555555557,Neutral
B0CHX1W1XY,India,2024-08-20,True,3,Expensive,As always apple products are over priced,https://www.amazon.in/gp/customer-reviews/R11YZDPQ3QPRVD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 20 August 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,8,40,always apple products priced,0.0,Neutral
B0CHX1W1XY,India,2024-09-01,True,5,Good,Good,https://www.amazon.in/gp/customer-reviews/R2KU5RAK83EJKB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 1 September 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,9,4,good,0.7,Positive
B0CHX1W1XY,India,2024-05-24,True,4,Not bad,"4* because there’s always room for improvement. For a phone that pricey, I expected it'll dance and come into my lap for unboxing",https://www.amazon.in/gp/customer-reviews/R2707R8IQ4MSQC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 24 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,5,129,4 ’ always room improvement phone pricey expected itll dance come lap unboxing,-0.1,Neutral
B0CHX1W1XY,India,2024-07-25,True,5,Good,What to tell about apple product security reasons excellent,https://www.amazon.in/gp/customer-reviews/R20GJ9BV0TD49H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 25 July 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,7,59,tell apple product security reasons excellent,1.0,Positive
B0CHX1W1XY,India,2024-07-24,True,5,Authentic product and 5 star for secured delivery.,Authentic product and 5 star for secured delivery. The seller was genuine and trustworthy.,https://www.amazon.in/gp/customer-reviews/R39LYFH7YNQH2H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 24 July 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,7,90,authentic product 5 star secured delivery seller genuine trustworthy,0.45,Positive
B0CHX1W1XY,India,2024-05-25,True,4,Good,Overall good,https://www.amazon.in/gp/customer-reviews/R3N4WKFYO6KO84/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 25 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,2024,5,12,overall good,0.35,Positive
